object,drug,irr_oac,lower_oac,upper_oac,irr_nc,lower_nc,upper_nc,ratio_rr,ratio_lower,ratio_upper,ratio_z,ratio_p,ratio_sig_any,ddi_pattern
Apixaban,Acetaminophen,1.01470726235196,0.790397582909483,1.30267456598198,1.23793458156896,1.11733446688239,1.37155173644673,0.819677612581046,0.625706966467199,1.07377961981151,-1.44330663400108,0.14893411182145,FALSE,No clear OAC-specific effect
Apixaban,Acetazolamide,0.636918638266854,0.168046437800722,2.4140074438993,1.19343925368778,0.450230273388012,3.16348619013312,0.533683332686393,0.102397689662861,2.78148755626229,-0.745507567203878,0.455964938262073,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Acyclovir,2.50296143653534,1.30529991500656,4.79952222532061,1.072558489293,0.720597537539162,1.59642748278467,2.33363631123299,1.08818780086553,5.00452075347064,2.1771240129829,0.0294713158504679,TRUE,"Harmful DDI: harmful in both, more harmful with OAC"
Apixaban,Adalimumab,1.11651060085229,0.277491829748179,4.49236982201176,0.769380187265359,0.340281697742526,1.73957599390014,1.45118189853673,0.28903211564436,7.28614153463802,0.45231991924389,0.651038528059433,FALSE,"Harmful DDI: harmful with OAC, protective with NC"
Apixaban,Albuterol Sulfate,0.954081834555112,0.742830123237338,1.22541092310713,1.20993251024831,1.04833180808021,1.39644401521754,0.788541366129013,0.590961188546664,1.05217990309276,-1.61436295474845,0.106448722135649,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Alendronate Sodium,0.794355253328858,0.371729247468169,1.69747275144173,1.02865093775777,0.729206443025161,1.45106061784129,0.77223013577412,0.33549734363727,1.77747870112039,-0.60768325856841,0.543397568659999,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Alfuzosin Hydrochloride,0.900169891925862,0.285483164957412,2.83836643905324,1.47220459900911,0.708596846797206,3.05870170201853,0.611443472280779,0.156707656098119,2.38573614782861,-0.708211798688417,0.478813740245154,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Allopurinol,1.47119351313099,0.933360736355036,2.31894300753552,1.35317246336072,1.03872758017175,1.76280648608075,1.08721803980341,0.642311639633497,1.84029526033258,0.31141605038153,0.755484353684825,FALSE,"Harmful DDI: harmful in both, more harmful with OAC"
Apixaban,Alprazolam,1.07379270126315,0.720767069900846,1.59972730919107,1.18351852131834,0.979578602271712,1.42991699395556,0.907288463949876,0.583611817314497,1.41047924732637,-0.432201600979565,0.665594895869724,FALSE,No clear OAC-specific effect
Apixaban,Amantadine Hydrochloride,1.00573695689426,0.261298932375643,3.87107140954097,1.06166466666296,0.426728669275994,2.64133147264964,0.947320739283436,0.186154547694597,4.82081471653761,-0.0651914324972881,0.948021582496298,FALSE,No clear OAC-specific effect
Apixaban,Amiodarone Hydrochloride,0.851507138439249,0.63695011415488,1.13833782379493,1.09377426787712,0.771176032419029,1.55132174597988,0.778503539027226,0.494251407794747,1.22623375618103,-1.08015990359938,0.280070980134265,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Amitriptyline Hydrochloride,1.09763250836496,0.435908852749856,2.76387395167431,0.623444370022711,0.424025472721471,0.916649841855913,1.7605941462347,0.647234906326756,4.78912944505345,1.10790405827336,0.267903252758284,FALSE,"Harmful DDI: harmful with OAC, protective with NC"
Apixaban,Amlodipine Besylate,0.854870461246469,0.669749810998366,1.09115895743573,0.766074625033878,0.678985518007066,0.864334091901338,1.1159101650295,0.849945490863767,1.46510042091131,0.789536122847265,0.429798725726121,FALSE,No clear OAC-specific effect
Apixaban,Amoxicillin,1.37954655819793,1.01369746258341,1.87743264285736,1.39641760108651,1.19008750482361,1.63851994808838,0.987918339846585,0.698154998162887,1.3979455117752,-0.0686263942131412,0.945287008846785,FALSE,No clear OAC-specific effect
Apixaban,Amphetamine Salt Combination,0.911897192779839,0.251454054550125,3.30699177504806,1.09310242942079,0.539035495961926,2.21668689753604,0.834228493356318,0.191903595442506,3.62649369608112,-0.241743812497883,0.808978678741326,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Ampicillin,1.30985197091821,0.361210080359028,4.7499011766587,1.11141874801235,0.364697586582065,3.38705732881336,1.17854046754272,0.214592395933799,6.47253891542506,0.189035440915916,0.8500650396948,FALSE,"Harmful DDI: harmful in both, more harmful with OAC"
Apixaban,Amylase,1.41788795256793,0.631138047308116,3.18536690128556,1.1284008216405,0.637778706476982,1.99644234175278,1.25654636665946,0.466768576199615,3.38263724696384,0.451988686462418,0.651277132777257,FALSE,"Harmful DDI: harmful in both, more harmful with OAC"
Apixaban,Anastrozole,1.25352962053304,0.445385173766859,3.52803955341416,1.32802987741113,0.593208664109969,2.97309102513322,0.943901671080387,0.254280598366936,3.50380788149111,-0.0862752685150273,0.931247598022959,FALSE,No clear OAC-specific effect
Apixaban,Apremilast,0.807015998775756,0.196030102233235,3.32232047456236,0.886683614657468,0.203014807168918,3.87266250903497,0.910151022794655,0.117936928631877,7.02388042408505,-0.0902996034864412,0.928049135237442,FALSE,"Protective DDI: protective in both, more protective with OAC"
Apixaban,Aripiprazole,1.23548259464495,0.354593341261538,4.30469798513442,0.996247905814646,0.529571216339272,1.87417642654546,1.24013570059621,0.306092427118321,5.02441883444165,0.301505330956394,0.76302918551644,FALSE,"Harmful DDI: harmful with OAC, protective with NC"
Apixaban,Aspirin,1.10811399850385,0.676927886460655,1.81395486615333,1.51880976091272,1.17329839693677,1.96606685551285,0.729593677247595,0.418276106757763,1.27262094410749,-1.11068345042202,0.26670462824902,FALSE,No clear OAC-specific effect
Apixaban,Atenolol,0.648053231294772,0.372140243575603,1.12853419602354,1.13035853663299,0.861677736999438,1.48281702831079,0.573316527714414,0.309171699959065,1.0631368944636,-1.76568293565901,0.0774490572173177,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Atorvastatin Calcium,0.963502805877906,0.758964948581535,1.22316275431377,1.05393700947715,0.927234837600759,1.19795242251664,0.914193919763657,0.697303957599307,1.19854550347051,-0.649271759850355,0.516162735800812,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Atropine Sulf,0.77425548093216,0.346475607137079,1.73019842495381,1.11419187294627,0.725523559294856,1.71107266447152,0.694903184749309,0.279332727592962,1.72872846062775,-0.782785312556702,0.433753193911465,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Azathioprine,1.99159562971413,0.536097911277497,7.3987476333279,0.694711254999265,0.322480600974591,1.49659770654136,2.86679626302619,0.626814428367885,13.1115692966745,1.35779952188682,0.174527306699067,FALSE,"Harmful DDI: harmful with OAC, protective with NC"
Apixaban,Azelastine Hydrochloride,0.968183158691991,0.454088093283844,2.06431008132349,1.40067759458752,0.936365614860171,2.09522615188348,0.691224848911149,0.293213281130981,1.62950255837425,-0.844027802576462,0.398653869639951,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Azithromycin,2.54914932339818,1.6408612829193,3.96021427321409,1.51287950281111,1.18108028147949,1.93789061244752,1.68496520619227,1.01653612926511,2.79292360039487,2.02361162993835,0.0430101274692562,TRUE,"Harmful DDI: harmful in both, more harmful with OAC"
Apixaban,Baclofen,0.603915578911193,0.297841085385471,1.22452557537393,1.1626731675523,0.763955646623001,1.7694860958508,0.519419898699971,0.228261912945172,1.18196254331003,-1.5614864049175,0.118409029083701,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Beclomethasone Dipropionate,2.09045854379689,0.707083845925848,6.18033766223489,1.56825438358474,0.844884597304583,2.91095590981181,1.33298434595699,0.382656553122714,4.64345181616836,0.451383620328335,0.651713086548827,FALSE,"Harmful DDI: harmful in both, more harmful with OAC"
Apixaban,Benazepril Hydrochloride,0.840550682342766,0.408085455209179,1.73131740072612,0.717196984361869,0.456121659326515,1.12770683842827,1.17199416711247,0.499616943586884,2.74924688879531,0.364834334246011,0.715235074004866,FALSE,No clear OAC-specific effect
Apixaban,Benzonatate,1.38622387651288,0.830933601928484,2.31259950416566,1.17993221231021,0.833518833922842,1.67031621720516,1.17483348793298,0.632851410906665,2.18097597726987,0.510482196736735,0.609713684141507,FALSE,"Harmful DDI: harmful in both, more harmful with OAC"
Apixaban,Bethanechol Chloride,0.868833661709468,0.233252708225773,3.23628367473795,1.05741545425149,0.436730491002881,2.56022298860399,0.821657805563743,0.168449852076372,4.00784887087785,-0.242953682598841,0.808041278436684,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Bimatoprost,0.771956936240797,0.284532245428892,2.09437601883054,1.23390075864928,0.745188728520416,2.04312145893328,0.625623196054956,0.204485588388307,1.91409275600764,-0.822046156454746,0.411050628037718,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Bisoprolol Fumarate,1.52166553130054,0.584417071206073,3.96200950182661,0.770324902661177,0.404631545897885,1.46652049667355,1.97535549745798,0.623363958421955,6.25963257679419,1.15683885502076,0.247338203921009,FALSE,"Harmful DDI: harmful with OAC, protective with NC"
Apixaban,Brimonidine Tartrate,0.858766625110428,0.446804506582005,1.65056552818856,0.99223332143118,0.680413191124251,1.44695455202979,0.86548859684712,0.407004777701959,1.84044648198436,-0.375288597560113,0.707445845325727,FALSE,"Protective DDI: protective in both, more protective with OAC"
Apixaban,Brinzolamide,1.19964840373145,0.419737961446441,3.42870177292519,2.01041649515965,0.982240562767059,4.11485193873889,0.596716355352121,0.167382302314934,2.1272882725365,-0.796102062941991,0.425972715213908,FALSE,No clear OAC-specific effect
Apixaban,Budesonide,0.883704317506799,0.575612990018666,1.35669857060528,0.911585309664624,0.68559148705009,1.21207423442764,0.969414829460029,0.579384934159826,1.62200474359898,-0.118282085080032,0.905844151780622,FALSE,"Protective DDI: protective in both, more protective with OAC"
Apixaban,Bumetanide,1.16151111655903,0.757852458317737,1.78017245848212,1.27017245195803,0.849586937648867,1.89896758791725,0.914451509925684,0.508653365936142,1.64399101629133,-0.298835815038354,0.765065322429652,FALSE,No clear OAC-specific effect
Apixaban,Buprenorphine,1.09752650205037,0.327484986248018,3.67822792886957,0.876028485952951,0.384982938743622,1.99340238480564,1.25284339453468,0.290260286803428,5.40761737857776,0.302117672735232,0.76256236066792,FALSE,"Harmful DDI: harmful with OAC, protective with NC"
Apixaban,Bupropion Hydrochloride,0.960626156409313,0.4721284708128,1.95455828111587,0.911148629730983,0.682471675352224,1.21644876328704,1.05430236633615,0.489686926910208,2.2699268013455,0.135151494263561,0.892492097092039,FALSE,No clear OAC-specific effect
Apixaban,Buspirone Hydrochloride,0.998867625133422,0.461685329841857,2.16107480149183,0.72083168280019,0.466732676756066,1.11326748866165,1.3857154852755,0.57149264890468,3.359986186721,0.721880901316229,0.470367704366129,FALSE,No clear OAC-specific effect
Apixaban,Butalbital,0.827441068196416,0.246047397986017,2.78262939150016,1.43295410287993,0.931563618025189,2.20420529658867,0.577437244175119,0.159429834506347,2.09141389372315,-0.836323441965267,0.402972968846656,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Caffeine,0.827441068196416,0.246047397986017,2.78262939150016,1.38408485293576,0.901546934424984,2.12489312200707,0.597825390864833,0.165166306873909,2.16385051362522,-0.783875394833152,0.433113228671663,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Calcitonin,0.599381344693681,0.172378738600062,2.08412011414194,1.28005083040783,0.580106985524331,2.82453093880052,0.468248080822475,0.106988056649799,2.04935272272134,-1.00737173769701,0.313756167619108,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Calcitriol,1.90287290080735,0.79330689353155,4.56434364323718,1.20062209663443,0.694029748485668,2.07699082362406,1.58490578021299,0.564463418985542,4.45011359047325,0.874297605922187,0.38195620277986,FALSE,"Harmful DDI: harmful in both, more harmful with OAC"
Apixaban,Calcium Acetate,1.25552443572135,0.52533278022859,3.00065342963652,1.02030438693435,0.622334821819992,1.67276682180993,1.23053909382253,0.451891823373936,3.35086050046223,0.405890305239393,0.68482320169248,FALSE,"Harmful DDI: harmful in both, more harmful with OAC"
Apixaban,Canagliflozin,0.864098096833391,0.281949111812695,2.64822795911879,1.40032620176843,0.72173824953379,2.71693161977469,0.617069148418525,0.16793769376882,2.26735478727087,-0.727098586445917,0.467165564624169,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Candesartan Cilexetil,0.697947267552143,0.215417620322076,2.26133028280223,0.87414149976071,0.307286760440053,2.48667843843852,0.798437401431234,0.165581230693961,3.85008784710956,-0.280444294537017,0.779136657741235,FALSE,"Protective DDI: protective in both, more protective with OAC"
Apixaban,Capecitabine,1.07639483689684,0.308304785860035,3.75805338754677,1.27741828108761,0.504843939852518,3.23228098040265,0.842633030099104,0.177554625691242,3.99894072401529,-0.215506702957856,0.829372286634598,FALSE,No clear OAC-specific effect
