object,drug,irr_oac,lower_oac,upper_oac,irr_nc,lower_nc,upper_nc,ratio_rr,ratio_lower,ratio_upper,ratio_z,ratio_p,ratio_sig_any,ddi_pattern
Apixaban,Acetaminophen,1.01412755562575,0.793856358103617,1.2955173673185,1.23613630931924,1.1161015451799,1.36908060186504,0.820401073878529,0.629207391137518,1.06969169704801,-1.46233699604234,0.143648885193623,FALSE,No clear OAC-specific effect
Apixaban,Acetazolamide,0.811420413218879,0.327648385850643,2.00948063662498,1.11532010682033,0.518561658096791,2.39882552297285,0.727522446925271,0.22200148731577,2.3841683097703,-0.525288155061586,0.599382890337568,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Acyclovir,2.05167090764421,1.15310270753476,3.6504584420523,1.0655504829687,0.729670390920247,1.55604207856495,1.92545631618326,0.966264780228282,3.83681792133014,1.86244527172889,0.0625403528914985,FALSE,"Harmful DDI: harmful in both, more harmful with OAC"
Apixaban,Adalimumab,1.04985911197286,0.416291346501039,2.64767491387113,0.832958239982989,0.421499137227428,1.64607556285743,1.26039825477241,0.399581838847114,3.97566557383293,0.394857615405189,0.692947971557014,FALSE,"Harmful DDI: harmful with OAC, protective with NC"
Apixaban,Albuterol Sulfate,0.955845096016809,0.747907017588416,1.22159550063504,1.20688410060717,1.0466866048036,1.39160014622684,0.791994107417553,0.596390731773422,1.05175119727117,-1.61135856528083,0.107101592762321,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Alendronate Sodium,0.845972489139931,0.442846090319625,1.61606812846665,1.02656906256449,0.736933638356719,1.43003926725951,0.824077521902516,0.398241059135975,1.7052580253236,-0.521504419150641,0.602015427904443,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Alfuzosin Hydrochloride,0.945048300400801,0.407227518035609,2.19316291393733,1.33202622349136,0.709728109366897,2.49996278384885,0.709481753237371,0.247967531911473,2.02996075452523,-0.639924399698647,0.522221750184974,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Allopurinol,1.40509972834061,0.916692847120891,2.15372603024411,1.33542294539719,1.03110355266479,1.72955901323819,1.0521758167954,0.638630295015071,1.73351304830119,0.199655684460186,0.841749874541091,FALSE,"Harmful DDI: harmful in both, more harmful with OAC"
Apixaban,Alprazolam,1.06663216549555,0.729834898538115,1.55885143167117,1.17897790156347,0.977940003936546,1.42134372945151,0.904709209630703,0.592655542232664,1.3810699397278,-0.464013320262531,0.642638202287545,FALSE,No clear OAC-specific effect
Apixaban,Amantadine Hydrochloride,1.0026206787501,0.402910325787349,2.49496764197566,1.03956228397018,0.499008342524664,2.16567469951643,0.964464269443293,0.299225583930082,3.10866241721542,-0.0605939840781776,0.951682564732193,FALSE,No clear OAC-specific effect
Apixaban,Amiodarone Hydrochloride,0.858674539779815,0.647257336389123,1.13914810047485,1.0865597789084,0.776228701777205,1.52095915860677,0.790269027482749,0.509307692404837,1.22622364655374,-1.05013949076066,0.293653984579059,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Amitriptyline Hydrochloride,1.06167089461392,0.506451241698239,2.22557473586353,0.650038924426926,0.449888481017191,0.939234101559424,1.63324203323652,0.714584931391772,3.73290762503936,1.16318362058917,0.244755010627673,FALSE,"Harmful DDI: harmful with OAC, protective with NC"
Apixaban,Amlodipine Besylate,0.859901266992791,0.676803824997647,1.09253252074688,0.767999294825818,0.681079168413471,0.866012270242984,1.11966413613416,0.856548288763461,1.46360432236092,0.827019100629304,0.40822623540655,FALSE,No clear OAC-specific effect
Apixaban,Amoxicillin,1.35388270881672,1.0039613467884,1.82576589735901,1.38878632153341,1.18514404353476,1.62742027637904,0.974867542849817,0.694948374362264,1.36753572087159,-0.147398800610908,0.8828172521569,FALSE,No clear OAC-specific effect
Apixaban,Amphetamine Salt Combination,0.956694718981156,0.391870657256769,2.33562980125536,1.06942530746539,0.578807398027208,1.97590855290636,0.894587693317816,0.302798104029146,2.64297276101392,-0.201541277501602,0.84027535675429,FALSE,"Protective DDI: protective with OAC, harmful with NC"
Apixaban,Ampicillin,1.13833779376294,0.466282158573723,2.77903177053301,1.06008332771549,0.463100138819834,2.42663857662443,1.07381916496706,0.317796760263194,3.62838059801359,0.11465044494099,0.908722194020008,FALSE,"Harmful DDI: harmful in both, more harmful with OAC"
Apixaban,Amylase,1.27708802775435,0.648665983868368,2.51431996003116,1.10476327618007,0.658011831439714,1.85483275236205,1.15598341770567,0.492667487229408,2.71237233356995,0.333115307844545,0.739047244667377,FALSE,"Harmful DDI: harmful in both, more harmful with OAC"
Apixaban,Anastrozole,1.14225606096324,0.516391572399873,2.52666576788537,1.22046919421452,0.621181191070162,2.39792362589163,0.935915520340832,0.330043417552316,2.65400797177239,-0.124542644080329,0.900885638095945,FALSE,No clear OAC-specific effect
Apixaban,Apremilast,0.911249130952244,0.358942975978655,2.31338968647376,0.951488961554572,0.368737071811623,2.45522165566989,0.957708568119821,0.25351368150327,3.617973183977,-0.0637223700173333,0.949191292245394,FALSE,"Protective DDI: protective in both, more protective with OAC"
Apixaban,Aripiprazole,1.11053239602801,0.461130102424882,2.67447775832116,0.997022527295538,0.5679037497586,1.75039154144928,1.1138488505775,0.392250672055557,3.1629245029237,0.202486326376692,0.839536546986494,FALSE,"Harmful DDI: harmful with OAC, protective with NC"
Apixaban,Aspirin,1.0926552110388,0.691234370793127,1.72719335243754,1.49258766986695,1.15932549019732,1.92165010695976,0.732054292754674,0.433927916277436,1.23500578653232,-1.16893485592148,0.242429878790347,FALSE,No clear OAC-specific effect
Apixaban,Atenolol,0.69681616085931,0.420030177976876,1.1559949439191,1.12402230057912,0.862261493360904,1.46524707635339,0.61993090395119,0.350090415874677,1.09775734566614,-1.6400795088613,0.100988636369379,FALSE,"Protective DDI: protective with OAC, harmful with NC"
