object,drug,Estimate,IRR,SE,z_value,p_value,Lower95,Upper95,method,reason,variance
Lisinopril,Abacavir,-0.154067599241177,0.85721407203203,1.48345884152672,-0.103857009664398,0.917282823863587,0.0468105380857559,15.6976611536395,poisson_fe,adjusted: nsaid_30_OLDBIN + giprotect_30_OLDBIN,2.20065013450381
Lisinopril,Abiraterone Acetate,1.8370240782901,6.27782810989916,0.76460703648591,2.40257281273915,0.0162801931491284,1.40269345787046,28.0967488343983,poisson_fe,adjusted: antiplatelet_30_OLDBIN + giprotect_30_OLDBIN,0.584623920243766
Lisinopril,Acamprosate Calcium,-0.446817734493806,0.639660485692674,0.873326420512691,-0.511627409865259,0.608911798394114,0.115493905262956,3.54274570614789,poisson_fe,adjusted: nsaid_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.762699036765509
Lisinopril,Acarbose,2.3095802191752,10.0701964922355,1.1437423080138,2.01931869005175,0.0434541065235192,1.07019973092295,94.7569453271832,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,1.30814646714074
Lisinopril,Acebutolol Hydrochloride,1.06083260293576,2.88877519096113,1.27516057026962,0.831920800932121,0.405453649899494,0.23728766089825,35.168377792265,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,1.62603447997035
Lisinopril,Acetaminophen,0.214319129991225,1.23901799951023,0.0524021693391239,4.08989041282328,0.0000431577051005205,1.1180777074498,1.37304016785369,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.00274598735144622
Lisinopril,Acetazolamide,0.280346522700839,1.32358838630213,0.626229385060713,0.447673854642991,0.654388593465416,0.387878523548308,4.51658472948599,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.392163242713519
Lisinopril,Acetic Acid,-0.410627264956661,0.663234096123989,1.10397883741578,-0.371952116326676,0.709928501168283,0.0761975639247849,5.77288096369606,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,1.21876927346189
Lisinopril,Acetylcysteine,-0.359609434748891,0.697948867419642,1.48249054937351,-0.242571148194408,0.808337634142564,0.0381858247713357,12.7568966874333,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,2.19777822898177
Lisinopril,Acitretin,0.0111102438301351,1.01117219179555,1.26731320777073,0.00876677033113113,0.993005218903589,0.0843463584014489,12.122268475352,poisson_fe,adjusted: antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN,1.60608276659014
