object,drug,method,reason,Estimate,SE,IRR,Lower95,Upper95,p_value,prior_mean_log,prior_var_log,shrunken_log_rr,post_se_log,shrunken_irr,lower_ci,upper_ci,z_shrunk,p_shrunk,sig_any
Apixaban,Acarbose,poisson_fe,unadjusted,-0.380488648709302,1.07393850797426,0.683527322849485,0.0832915542638755,5.60932744275153,0.723119485584415,0,0.67,-0.139813115886351,0.651002295491314,0.869520719824478,0.242736784263581,3.11475775910044,-0.214765933783434,0.829949814029929,FALSE
Apixaban,Acetaminophen,poisson_fe,unadjusted,0.0178264628817997,0.124950740255774,1.01798630265118,0.796859431299075,1.30047543102553,0.886552449407673,0,0.67,0.0174205208694769,0.12351986600582,1.01757314310805,0.798773049692353,1.29630700732029,0.141034162623331,0.88784295419233,FALSE
Apixaban,Acetazolamide,poisson_fe,unadjusted,-1.45396935187366,1.22043272663762,0.233641041554575,0.0213646520482294,2.5550678838802,0.233514019028615,0,0.67,-0.451113357993349,0.67979671647998,0.636918638266854,0.168046437800722,2.4140074438993,-0.663600377961865,0.506946115333593,FALSE
Apixaban,Aclidinium Bromide,poisson_fe,unadjusted,-1.75431996998918,1.2900461697374,0.17302486439431,0.013803812419711,2.16879241679062,0.173864960626076,0,0.67,-0.503549289693715,0.691149254516285,0.604381722549384,0.155952808276615,2.34222948973041,-0.728568086275568,0.466265906083372,FALSE
Apixaban,Acyclovir,poisson_fe,unadjusted,1.09084178422757,0.360084568994388,2.9767788236479,1.46972605899388,6.02915904681218,0.00245036426487809,0,0.67,0.913967405848771,0.329601350200055,2.49419842701895,1.3072801525534,4.75875487070832,2.77294800307714,0.0055550996155064,TRUE
Apixaban,Adalimumab,poisson_fe,unadjusted,0.446199659350886,1.42920437907534,1.56236337585237,0.0948896232266895,25.7244073187367,0.754887440914368,0,0.67,0.110208286970689,0.710291875279926,1.1165106008523,0.277491829748185,4.49236982201172,0.155159154716863,0.876695848069161,FALSE
Apixaban,Albuterol Sulfate,poisson_fe,unadjusted,-0.0709622203708105,0.120926563263026,0.931497083077227,0.734931277334168,1.18063666976967,0.557324078106777,0,0.67,-0.0694465003638716,0.119628124766756,0.932910042397296,0.737921650311802,1.17942216065619,-0.580519844303123,0.5615641085107,FALSE
Apixaban,Alendronate Sodium,poisson_fe,unadjusted,-0.118799505077109,0.407999370611416,0.887985819563843,0.399125940527878,1.97561404979988,0.7709169412292,0,0.67,-0.095157373506394,0.365151761993876,0.90922983452128,0.444477952019456,1.859932282867,-0.260596780327161,0.794403472841029,FALSE
Apixaban,Alfuzosin Hydrochloride,poisson_fe,unadjusted,-0.215687825883054,0.839074494611108,0.805986870844452,0.155630007539401,4.1740975679717,0.797136746154324,0,0.67,-0.105171764665909,0.585918598894368,0.900169891925856,0.28548316495742,2.83836643905312,-0.179498935286179,0.857545953272006,FALSE
Apixaban,Allopurinol,poisson_fe,unadjusted,0.385003542114765,0.229403149918184,1.46961952699295,0.937417399963424,2.30396998626572,0.0932917499376682,0,0.67,0.356965349650387,0.220892029332454,1.42898635411925,0.926831936764685,2.20320634114864,1.61601733991558,0.106090564238241,FALSE
