object,drug,Estimate,IRR,SE,z_value,p_value,Lower95,Upper95,method,reason,variance
Apixaban,Acetaminophen,0.0149629726232619,1.01507547833771,0.12903280681731,0.11596254466081,0.907682226505831,0.788248937296493,1.3071736325538,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.0166494652351532
Apixaban,Acetazolamide,-1.45396935187366,0.233641041554575,1.22043272663762,-1.19135559063502,0.233514019028616,0.0213646520482294,2.55506788388021,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,1.48945604024813
Apixaban,Aclidinium Bromide,-12.4635060217435,0.00000386516563496023,312.776632071315,-0.0398479449670068,0.96821435200667,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022198517466371,672995636231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,97829.2215698746
Apixaban,Acyclovir,1.09834602402367,2.99920131240253,0.363433827243597,3.02213481984847,0.00250998730204963,1.47110780031099,6.11458148098699,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.132084146784929
Apixaban,Adalimumab,0.446199659350886,1.56236337585237,1.4292043790754,0.312201435906282,0.754887440914379,0.0948896232266776,25.72440731874,poisson_fe,adjusted: antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN,2.0426251571683
Apixaban,Albuterol Sulfate,-0.0481783623421751,0.952963799063016,0.129277757574324,-0.372673252121321,0.709391646338205,0.739661398431639,1.22777801335884,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.0167127386034457
Apixaban,Alendronate Sodium,-0.29669410968455,0.743271337095719,0.439818218898681,-0.674583491396699,0.499940424368613,0.313882107082539,1.76006299206722,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.193440065675208
Apixaban,Alfuzosin Hydrochloride,-0.215687825883054,0.805986870844452,0.839074494611164,-0.257054441850251,0.797136746154337,0.155630007539384,4.17409756797216,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.70404600750698
Apixaban,Allopurinol,0.419849422768312,1.52173240011409,0.242104368066697,1.73416707067692,0.0828884438223421,0.9467926743526,2.44580419798917,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.0586145250369747
Apixaban,Alprazolam,0.0758819104175116,1.07883516744023,0.209970887127293,0.361392531391787,0.717806030369328,0.714865383848319,1.62811816714397,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.0440877734410224
Apixaban,Amantadine Hydrochloride,0.0194433144244678,1.0196335667069,1.26776454244504,0.0153366920855579,0.987763569869892,0.0849769539913319,12.2345243212822,poisson_fe,adjusted: antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,1.60722693508089
Apixaban,Ambrisentan,12.9171694714269,407244.683370718,369.705120228606,0.0349391143499435,0.97212829090037,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000115322563541084,Inf,poisson_fe,adjusted: antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN,136681.875923248
Apixaban,Amiodarone Hydrochloride,-0.16618941365461,0.846885807260564,0.150607090992558,-1.10346340639978,0.26982597450043,0.630413508632329,1.13769067559381,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.0226824958572407
Apixaban,Amitriptyline Hydrochloride,0.139315566650358,1.14948678246892,0.576189970458232,0.241787559300214,0.808944779187786,0.371570457708954,3.55604121817922,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.331994882056658
Apixaban,Amlodipine Besylate,-0.160519686868204,0.851701056080462,0.1259792081675,-1.27417602637079,0.202601039438885,0.665352079964454,1.09024185956904,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.0158707608905102
Apixaban,Amoxicillin,0.334079917105168,1.39665475571958,0.160202481013189,2.08536044505868,0.0370365944882532,1.0202860756734,1.91186036267983,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.0256648349227811
Apixaban,Amphetamine Salt Combination,-0.259650713882929,0.771320950457962,1.10284153120255,-0.235437917902676,0.813868858827912,0.0888131890175865,6.69873489733114,poisson_fe,adjusted: ssri_snri_30_OLDBIN,1.21625944294519
Apixaban,Ampicillin,0.759769993429087,2.13778445947198,1.1027034786047,0.689006617073936,0.490819103469848,0.246220248467262,18.5611151950712,poisson_fe,adjusted: antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,1.21595496172691
Apixaban,Amylase,0.468386742141841,1.59741507096613,0.478290171787949,0.979294097536886,0.327434686033903,0.625588798850202,4.07893318045285,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.228761488428945
Apixaban,Anastrozole,0.386932927989012,1.47245772726016,0.690860702336016,0.560073726412099,0.575429150571489,0.380163426647795,5.70315713346312,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + giprotect_30_OLDBIN,0.477288510032213
Apixaban,Apixaban,0.643996234470646,1.90407482505543,0.361324286092187,1.78232202832427,0.0746967324659558,0.937818011612855,3.86588964438288,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.130555239720028
Apixaban,Apremilast,-0.96576068568776,0.380693501470651,1.5322650709108,-0.630283039156988,0.528509417859183,0.0188923117635579,7.67124446578004,poisson_fe,adjusted: antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN,2.34783624753329
Apixaban,Aripiprazole,0.535832865777406,1.70887090982521,1.01377769727234,0.528550654861628,0.597117198841338,0.234295668440349,12.4639085557414,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,1.0277452194868
Apixaban,Aspirin,0.113357201246066,1.12003193830712,0.26423098223897,0.42900798492868,0.667917413750021,0.667286677575414,1.87995892168286,poisson_fe,adjusted: nsaid_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.0698180119749708
Apixaban,Atenolol,-0.492680035507612,0.610986731853154,0.301613102979813,-1.6334835278711,0.102367342322844,0.338293398426598,1.10349415104415,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.0909704638891111
Apixaban,Atorvastatin Calcium,-0.0380209823037753,0.962692741167744,0.123114185258153,-0.308826982236456,0.757453142893479,0.756294229990285,1.22541899322565,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.0151571026117788
Apixaban,Atropine Sulf,-0.34168511201729,0.710571920043166,0.474095416198196,-0.720709587865849,0.471088212143867,0.280575584245876,1.79955948380513,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.224766463660141
Apixaban,Azathioprine,2.08237223447816,8.02347993181447,1.16410309782031,1.78882114339979,0.0736436246893776,0.819328778077676,78.571913911373,poisson_fe,adjusted: antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,1.35513602235483
Apixaban,Azelastine Hydrochloride,-0.0415987618401643,0.959254592914299,0.438152135261907,-0.0949413650929682,0.924361400301716,0.406416433426884,2.26410474170139,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.191977293634568
