object,drug,method,reason,Estimate,SE,IRR,Lower95,Upper95,p_value,prior_mean_log,prior_var_log,shrunken_log_rr,post_se_log,shrunken_irr,lower_ci,upper_ci,z_shrunk,p_shrunk,sig_any
Apixaban,Acetaminophen,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.0149629726232619,0.12903280681731,1.01507547833771,0.788248937296493,1.3071736325538,0.907682226505831,0,0.67,0.0146001594192638,0.127458852057288,1.01470726235196,0.790397582909483,1.30267456598198,0.114548022233102,0.908803380651717,FALSE
Apixaban,Acetazolamide,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,-1.45396935187366,1.22043272663762,0.233641041554575,0.0213646520482294,2.55506788388021,0.233514019028616,0,0.67,-0.451113357993349,0.67979671647998,0.636918638266854,0.168046437800722,2.4140074438993,-0.663600377961864,0.506946115333593,FALSE
Apixaban,Acyclovir,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,1.09834602402367,0.363433827243597,2.99920131240253,1.47110780031099,6.11458148098699,0.00250998730204963,0,0.67,0.917474605433364,0.33216416894636,2.50296143653534,1.30529991500656,4.79952222532061,2.76211190491628,0.00574287912754883,TRUE
Apixaban,Adalimumab,poisson_fe,adjusted: antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN,0.446199659350886,1.4292043790754,1.56236337585237,0.0948896232266776,25.72440731874,0.754887440914379,0,0.67,0.110208286970681,0.710291875279934,1.11651060085229,0.277491829748179,4.49236982201176,0.155159154716851,0.87669584806917,FALSE
Apixaban,Albuterol Sulfate,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,-0.0481783623421751,0.129277757574324,0.952963799063016,0.739661398431639,1.22777801335884,0.709391646338205,0,0.67,-0.0470058307566909,0.12769493160095,0.954081834555112,0.742830123237338,1.22541092310713,-0.368110387525682,0.712790925765017,FALSE
Apixaban,Alendronate Sodium,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,-0.29669410968455,0.439818218898681,0.743271337095719,0.313882107082539,1.76006299206722,0.499940424368613,0,0.67,-0.230224495469989,0.387431134501042,0.794355253328858,0.371729247468169,1.69747275144173,-0.594233335858477,0.552356059269963,FALSE
Apixaban,Alfuzosin Hydrochloride,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,-0.215687825883054,0.839074494611164,0.805986870844452,0.155630007539384,4.17409756797216,0.797136746154337,0,0.67,-0.105171764665902,0.585918598894387,0.900169891925862,0.285483164957412,2.83836643905324,-0.179498935286161,0.85754595327202,FALSE
Apixaban,Allopurinol,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.419849422768312,0.242104368066697,1.52173240011409,0.9467926743526,2.44580419798917,0.0828884438223421,0,0.67,0.386073985061571,0.232161988060783,1.47119351313099,0.933360736355036,2.31894300753552,1.66295089168728,0.0963222660281069,FALSE
Apixaban,Alprazolam,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.0758819104175116,0.209970887127293,1.07883516744023,0.714865383848319,1.62811816714397,0.717806030369328,0,0.67,0.0711969618731076,0.203385827087705,1.07379270126315,0.720767069900846,1.59972730919107,0.350058619583191,0.726294705234617,FALSE
Apixaban,Amantadine Hydrochloride,poisson_fe,adjusted: antiplatelet_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.0194433144244678,1.26776454244504,1.0196335667069,0.0849769539913319,12.2345243212822,0.987763569869892,0,0.67,0.00572056322701572,0.68765854872927,1.00573695689426,0.261298932375643,3.87107140954097,0.00831890076490258,0.993362554073344,FALSE
Apixaban,Amiodarone Hydrochloride,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,-0.16618941365461,0.150607090992558,0.846885807260564,0.630413508632329,1.13769067559381,0.26982597450043,0,0.67,-0.160747395544894,0.148120686051205,0.851507138439249,0.63695011415488,1.13833782379493,-1.08524609107822,0.277812675272102,FALSE
Apixaban,Amitriptyline Hydrochloride,poisson_fe,adjusted: nsaid_30_OLDBIN + antiplatelet_30_OLDBIN + other_anticoag_30_OLDBIN + ssri_snri_30_OLDBIN + giprotect_30_OLDBIN,0.139315566650358,0.576189970458232,1.14948678246892,0.371570457708954,3.55604121817922,0.808944779187786,0,0.67,0.0931555952303378,0.471162094920486,1.09763250836496,0.435908852749856,2.76387395167431,0.197714536535582,0.843268415717713,FALSE
